udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,failure_type,installation_cohort,product_family,equipment_age_proxy,reliability_index,operating_stress,maintenance_efficiency,failure_risk_score,lifecycle_stage,criticality_score,criticality_level
4257,M19116,M,302.6,311.0,1591,33.9,119,0,No Failure,Gen3,M,0.42564256425642566,0.5808003409036556,0.8593943062009296,1.0423243014229087,1.618773232853377,operating,1.5053275850016297,medium
4258,M19117,M,302.6,311.0,1589,39.0,122,0,No Failure,Gen3,M,0.42574257425742573,0.5784087974014793,0.6888645337222489,1.2676447694783675,1.5065135046568796,operating,1.4092647619794265,medium
4259,M19118,M,302.7,311.1,1297,60.7,125,1,Heat Dissipation Failure,Gen3,M,0.42584258425842586,0.176017253899303,1.3875833123462307,0.1,2.9270794094144796,operating,2.1871067574696608,high
4260,L51439,L,302.7,311.2,1545,35.1,128,0,No Failure,Gen3,L,0.42594259425942593,0.5336257103971267,0.8808658420921595,1.0195074158837338,1.6746470395910213,operating,1.2341185684640563,medium
4261,H33674,H,302.7,311.1,1418,43.4,130,0,No Failure,Gen3,H,0.42604260426042606,0.6120246807289424,0.8091195743303136,1.0999653161539635,1.7466525459899793,operating,1.8413968906950857,medium
4262,L51441,L,302.7,311.1,1730,28.1,135,0,No Failure,Gen3,L,0.42614261426142613,0.528052109558782,1.0924604756293907,0.8386022182179174,2.2583156504851343,operating,1.531064402882871,medium
4263,L51442,L,302.6,311.0,2001,20.7,137,0,No Failure,Gen3,L,0.42624262426242626,0.5264510798905979,1.3007654820281034,0.7138953756571345,3.5681793152956165,operating,2.1175013707266777,high
4264,L51443,L,302.6,311.0,1620,36.2,139,0,No Failure,Gen3,L,0.42634263426342633,0.5248500502224135,0.7824887225340734,1.1331589565569655,1.6492778786993079,operating,1.1944577682399453,medium
4265,M19124,M,302.6,311.0,1542,39.7,141,0,No Failure,Gen3,M,0.42644264426442646,0.5632490205542294,0.6654584865192926,1.306406575420202,1.5502657376224778,operating,1.419743841004779,medium
4266,L51445,L,302.6,311.0,1424,38.0,144,0,No Failure,Gen3,L,0.42654265426542654,0.5208574770520531,0.7223017440121863,1.2160986004003662,1.7038050945324055,operating,1.198212561016618,medium
4267,L51446,L,302.7,311.1,1440,39.5,146,0,No Failure,Gen3,L,0.42664266426642666,0.5192564473838689,0.7112762783241041,1.2326257117559907,1.738678548942158,operating,1.2088543030740944,medium
4268,L51447,L,302.6,311.0,1520,42.8,148,0,No Failure,Gen3,L,0.42674267426742674,0.5176554177156847,0.749926898409527,1.1765717756095326,1.618355654304095,operating,1.172320331244496,medium
4269,L51448,L,302.7,311.0,1694,29.8,150,0,No Failure,Gen3,L,0.42684268426842686,0.5160543880475005,1.0131513796441534,0.8983504115313363,2.1201946022052534,operating,1.4520232547753473,medium
4270,L51449,L,302.6,311.0,1610,39.2,152,0,No Failure,Gen3,L,0.42694269426942694,0.5144533583793163,0.6821770916642613,1.278482853380774,1.666003854790062,operating,1.1710546694153032,medium
4271,L51450,L,302.6,310.9,1331,52.0,154,1,Heat Dissipation Failure,Gen3,L,0.42704270427042706,0.11285232871113197,1.0350833945846079,0.1,2.3163972155270662,operating,1.5370839045862088,medium
4272,L51451,L,302.6,310.8,1470,41.2,156,0,No Failure,Gen3,L,0.42714271427142714,0.5112512990429479,0.6514956849609532,1.3306796299861108,1.6437393680614576,operating,1.1529444527128692,medium
4273,L51452,L,302.5,310.8,1577,36.9,158,0,No Failure,Gen3,L,0.42724272427242727,0.5096502693747635,0.6974864870919534,1.253939742159789,1.6132086170916151,operating,1.154529392964232,medium
4274,L51453,L,302.6,310.8,1486,36.4,160,0,No Failure,Gen3,L,0.42734273427342734,0.5080492397065793,0.7308696034914121,1.203558290973556,1.689633095781135,operating,1.1951141193598778,medium
4275,L51454,L,302.4,310.6,1445,40.3,162,0,No Failure,Gen3,L,0.42744274427442747,0.5064482100383951,0.5431414962063553,1.55486779487658,1.6093611817890636,operating,1.1066869215775321,medium
4276,M19135,M,302.4,310.5,1500,36.7,164,0,No Failure,Gen3,M,0.42754275427542754,0.544847180370211,0.6201119024184331,1.3886730612861518,1.5734766469639965,operating,1.4154242295111283,medium
4277,M19136,M,302.2,310.4,1456,47.5,167,0,No Failure,Gen3,M,0.42764276427642767,0.5424556368680347,0.7056287108002474,1.2412665866968418,1.7079039172852075,operating,1.4948501801541572,medium
4278,L51457,L,302.2,310.4,1743,28.1,170,0,No Failure,Gen3,L,0.42774277427742774,0.5000640933658583,0.8518770499105809,1.0505558465706677,2.2237387346953876,operating,1.4450586088513293,medium
4279,L51458,L,302.0,310.1,1409,50.4,172,0,No Failure,Gen3,L,0.42784278427842787,0.4984630636976741,0.7018700826550903,1.2470848104082861,1.904400154999843,operating,1.2723210867964643,medium
4280,L51459,L,302.0,310.1,1361,45.4,174,1,Heat Dissipation Failure,Gen3,L,0.42794279427942794,0.0968620340294899,0.5346840312054034,0.1,1.8313818829756179,operating,1.1929579625518683,medium
4281,L51460,L,302.1,310.1,1753,28.9,176,0,No Failure,Gen3,L,0.42804280428042807,0.4952610043613057,0.7410652549471458,1.1889683875513821,2.2156397591739183,operating,1.4085754801537111,medium
4282,L51461,L,302.0,310.0,1832,22.9,178,0,No Failure,Gen3,L,0.42814281428142814,0.49365997469312156,0.9050563681802859,0.9949690700538112,2.7963243156811943,operating,1.6900466367265636,medium
4283,L51462,L,301.9,309.9,1374,48.5,180,1,Heat Dissipation Failure,Gen3,L,0.42824282428242827,0.09205894502493725,0.6241730730900685,0.1,1.9385925140078237,operating,1.26268892753015,medium
4284,M19143,M,301.8,309.9,1334,61.0,182,1,Heat Dissipation Failure,Gen3,M,0.42834283428342834,0.1304579153567531,1.0254736904598056,0.1,2.812852752671059,operating,2.0327832082063653,high
4285,L51464,L,301.8,310.0,1493,40.3,185,0,No Failure,Gen3,L,0.42844284428442847,0.4880663718545767,0.3108575989657578,2.4339333202483697,1.5287026579240615,operating,1.004738342859352,medium
4286,L51465,L,301.7,309.9,1317,49.0,187,1,Heat Dissipation Failure,Gen3,L,0.42854285428542854,0.08646534218639254,0.6075626557260668,0.1,2.1478987370129086,operating,1.3414282915229836,medium
4287,M19146,M,301.7,309.9,1434,47.9,189,0,No Failure,Gen3,M,0.4286428642864286,0.5248643125182084,0.5707817244071357,1.490797920715328,1.8210878843462277,operating,1.4996696710606319,medium
4288,M19147,M,301.7,309.9,1457,39.2,192,0,No Failure,Gen3,M,0.42874287428742874,0.5224727690160321,0.33250214518318916,2.3121272602623586,1.637437025803893,operating,1.3547254538765139,medium
4289,M19148,M,301.7,310.0,1391,50.6,195,0,No Failure,Gen3,M,0.4288428842884288,0.5200812255138558,0.6385963536976234,1.353919492011727,2.097982644404921,operating,1.6307719638712554,medium
4290,M19149,M,301.8,310.0,1781,23.9,198,0,No Failure,Gen3,M,0.42894289428942894,0.5176896820116795,0.838290135381378,1.0657684252361233,2.6901248546312893,operating,1.9275369824669293,medium
4291,L51470,L,301.8,310.0,1642,32.6,201,0,No Failure,Gen3,L,0.429042904290429,0.4752981385095032,0.5473864058589225,1.5446725339764371,1.9552884546842793,operating,1.2463313036313886,medium
4292,L51471,L,301.8,310.0,2032,19.0,203,0,No Failure,Gen3,L,0.42914291429142915,0.47369710884131894,1.0021324658020714,0.9073319505856812,3.8777523417255675,operating,2.1517406764308484,high
4293,M19152,M,301.8,310.1,2372,13.9,205,1,Power Failure,Gen3,M,0.4292429242924292,0.11209607917313474,1.1926298755327462,0.1,5.619975709823541,operating,3.2057792465892403,critical
4294,L51473,L,301.8,310.0,1393,44.9,208,0,No Failure,Gen3,L,0.42934293429342935,0.4697045356709584,0.4646687662994699,1.7709497313858047,2.0445647501553164,operating,1.2572265299519676,medium
4295,M19154,M,301.7,310.1,1743,27.3,210,0,No Failure,Gen3,M,0.4294429442944294,0.5081035060027742,0.7279067463930952,1.2078655046074402,2.492022532690756,operating,1.815181036994231,medium
4296,L51475,L,301.8,310.2,1457,40.4,213,0,No Failure,Gen3,L,0.42954295429542955,0.4657119625005979,0.3566347957390765,2.1899338581534753,1.9380910453445734,operating,1.1822268568595522,medium
4297,L51476,L,301.8,310.2,2825,5.8,215,1,Power Failure,Gen3,L,0.4296429642964296,0.06411093283241365,1.4859371173735703,0.1,8.178465629269137,operating,4.017167386919726,critical
4298,M19157,M,301.8,310.2,1609,34.2,217,0,No Failure,Gen3,M,0.42974297429742975,0.5025099031642295,0.5363203451393476,1.5715354815207274,2.061123917179385,operating,1.5853456704135582,medium
4299,M19158,M,301.8,310.2,1437,42.3,0,0,No Failure,Gen3,M,0.4298429842984298,0.6740314031403141,0.42016549528995756,1.9224650790083004,2.018691174797022,operating,1.5335261185057962,medium
4300,L51479,L,301.7,310.1,1402,50.1,3,0,No Failure,Gen3,L,0.42994299429942995,0.6316398596381377,0.6418453858046488,1.3479897821502815,2.2477266945312113,operating,1.3916442935538793,medium
4301,M19160,M,301.7,310.1,1644,34.6,5,0,No Failure,Gen3,M,0.43004300430043,0.6700388299699537,0.483815111276552,1.7128710454469582,1.9937057180758637,operating,1.542626820613311,medium
4302,L51481,L,301.7,310.2,1471,51.1,8,0,No Failure,Gen3,L,0.43014301430143015,0.6276472864677772,0.6977484345869169,1.253528000362434,2.1417239490144557,operating,1.3660141099818575,medium
4303,L51482,L,301.7,310.1,2695,12.6,10,0,No Failure,Gen3,L,0.4302430243024302,0.6260462567995931,1.219433737655175,0.7579008869192211,7.227285338159228,operating,3.5567442565602434,critical
4304,L51483,L,301.7,310.2,1435,48.1,12,0,No Failure,Gen3,L,0.43034303430343035,0.6244452271314088,0.5974368037171047,1.4338216662360443,2.0013198657835396,operating,1.2797589874285473,medium
4305,L51484,L,301.6,310.1,1694,26.3,14,0,No Failure,Gen3,L,0.4304430443044304,0.6228441974632246,0.7446794454285519,1.1838810632980958,2.335287845863375,operating,1.4575189719739157,medium
4306,L51485,L,301.6,310.1,1687,26.6,16,0,No Failure,Gen3,L,0.43054305430543055,0.6212431677950404,0.7346482823415706,1.1981094565899568,2.28341214592436,operating,1.4337593430722153,medium
4307,L51486,L,301.6,310.0,1869,22.9,18,0,No Failure,Gen3,L,0.4306430643064306,0.6196421381268562,0.838398323162345,1.0656455529780373,2.994023221328724,operating,1.7491287854801931,medium
4308,L51487,L,301.4,309.9,1259,63.9,20,1,Heat Dissipation Failure,Gen3,L,0.43074307430743075,0.21804110845867195,1.0557835552826738,0.1,3.254369279322708,operating,1.9184827783138856,medium
4309,H33722,H,301.4,309.9,1460,47.2,22,0,No Failure,Gen3,H,0.4308430843084308,0.6964400787904879,0.49738214344071924,1.6739703571324345,1.7411644720242123,operating,1.7456804318419006,medium
4310,M19169,M,301.3,309.9,1501,39.5,27,0,No Failure,Gen3,M,0.43094309430943095,0.6524675076203273,0.2558129370782671,2.8104655446522817,1.4451808044729915,operating,1.2548162029126768,medium
4311,L51490,L,301.4,310.0,1776,25.6,30,0,No Failure,Gen3,L,0.431043104310431,0.610075964118151,0.714788832870534,1.2273118624821595,2.412512188847005,operating,1.4794415253999622,medium
4312,M19171,M,301.5,310.1,1468,40.8,32,0,No Failure,Gen3,M,0.43114311431143115,0.6484749344499667,0.2975503075992603,2.5154049207981557,1.4659845032080707,operating,1.2756588935630064,medium
4313,L51492,L,301.5,310.1,1430,46.5,35,0,No Failure,Gen3,L,0.4312431243124312,0.6060833909477905,0.4881424062519037,1.7002684883288215,1.634437351420292,operating,1.100217662443688,medium
4314,L51493,L,301.4,310.1,1502,46.6,37,0,No Failure,Gen3,L,0.43134313431343135,0.6044823612796062,0.47482161602640743,1.7396701378642305,1.4883699957847107,operating,1.0377944831218064,medium
4315,H33728,H,301.4,310.1,1623,32.3,39,0,No Failure,Gen3,H,0.4314431443144314,0.6828813316114221,0.5107271611799478,1.6373923800408068,1.574593789790725,operating,1.683055664270274,medium
4316,M19175,M,301.4,310.0,1651,29.8,44,0,No Failure,Gen3,M,0.43154315431543155,0.6389087604412615,0.5743525496527969,1.4829038616594077,1.712341978131754,operating,1.4572425561485407,medium
4317,L51496,L,301.5,310.1,1639,33.4,47,0,No Failure,Gen3,L,0.4316431643164316,0.5965172169390852,0.4906107411155065,1.6931625694975783,1.4929494582529816,operating,1.0443630056358446,medium
4318,M19177,M,301.5,310.0,1417,44.6,49,0,No Failure,Gen3,M,0.43174317431743175,0.634916187270901,0.40464406944902837,1.9815946734335002,1.4463988517829445,operating,1.2999527615478863,medium
4319,L51498,L,301.5,310.1,1541,42.2,52,0,No Failure,Gen3,L,0.4318431843184318,0.5925246437687247,0.34436240200517293,2.25041541653283,1.176819735228158,operating,0.874036614692815,low
4320,M19179,M,301.6,310.2,1411,45.1,54,0,No Failure,Gen3,M,0.43194319431943196,0.6309236141005405,0.480460661592812,1.722769631375108,1.463784068881612,operating,1.3296518260304884,medium
4321,L51500,L,301.7,310.3,1397,44.6,57,0,No Failure,Gen3,L,0.43204320432043203,0.5885320705983641,0.5028724061946672,1.658725776341305,1.4959657765985328,operating,1.0492480324978133,medium
4322,L51501,L,301.7,310.2,1686,28.9,59,0,No Failure,Gen3,L,0.43214321432143216,0.58693104093018,0.6968730484215261,1.2549050340965038,1.7995030137203096,operating,1.2288631200145816,medium
4323,M19182,M,301.7,310.1,1431,44.0,61,0,No Failure,Gen3,M,0.43224322432243223,0.6253300112619957,0.4378784030360306,1.8591562597708788,1.3378486252897055,operating,1.2665029710266915,medium
4324,L51503,L,301.8,310.3,1341,50.5,64,1,Heat Dissipation Failure,Gen3,L,0.43234323432343236,0.18293846775981948,0.7168164581597879,0.1,1.9107393412339844,operating,1.2793406739415303,medium
4325,L51504,L,301.7,310.2,1486,43.0,66,0,No Failure,Gen3,L,0.43244324432443243,0.5813374380916353,0.42690703123842394,1.8978680122177052,1.1609426403567393,operating,0.8924491655142228,low
4326,L51505,L,301.6,310.2,1384,57.1,68,0,No Failure,Gen3,L,0.43254325432543256,0.5797364084234511,0.8817071850720608,1.018633677338927,2.177063932396966,operating,1.4353377284804045,medium
4327,L51506,L,301.6,310.1,1362,55.8,70,1,Heat Dissipation Failure,Gen3,L,0.43264326432643263,0.17813537875526683,0.8157729732028113,0.1,2.1175987255497897,operating,1.3917713821807594,medium
4328,H33741,H,301.7,310.1,1660,29.3,72,0,No Failure,Gen3,H,0.43274327432743276,0.6565343490870827,0.6610323258132202,1.3140046303965143,1.6272201897893463,operating,1.7491977736597046,medium
4329,L51508,L,301.6,310.1,1326,48.2,77,1,Heat Dissipation Failure,Gen3,L,0.43284328432843283,0.17256177791692212,0.5616501749992873,0.1,1.7216120792277898,operating,1.1571398841909022,medium
4330,L51509,L,301.6,310.0,1566,30.3,79,0,No Failure,Gen3,L,0.43294329432943296,0.570960748248738,0.5909629670168082,1.447255566123089,1.345447468623791,operating,1.015467877554559,medium
4331,L51510,L,301.5,309.8,1549,38.5,81,0,No Failure,Gen3,L,0.43304330433043303,0.5693597185805537,0.34504500836950563,2.2469637479221745,0.8847037202103997,operating,0.7573949905950116,low
4332,M19191,M,301.6,309.9,1746,31.1,83,0,No Failure,Gen3,M,0.43314331433143316,0.6077586889123696,0.5866790372772016,1.4562844439888087,1.710429235065969,operating,1.4601754052095481,medium
4333,M19192,M,301.7,309.9,1452,41.5,86,0,No Failure,Gen3,M,0.43324332433243323,0.6053671454101932,0.3567835785515363,2.1892205564197527,1.0485841761822265,operating,1.1264687440383514,medium
4334,L51513,L,301.6,309.8,1588,33.9,89,0,No Failure,Gen3,L,0.43334333433343336,0.5629756019080169,0.5155206869577077,1.6246407654349233,1.091808862374351,operating,0.8913797510370528,low
4335,L51514,L,301.6,309.8,1472,42.5,91,0,No Failure,Gen3,L,0.43344334433443343,0.5613745722398327,0.39602211607932386,2.0160391393517623,0.9635226649890063,operating,0.8042157008193996,low
4336,L51515,L,301.7,309.9,1607,37.7,93,0,No Failure,Gen3,L,0.43354335433543356,0.5597735425716485,0.38265796061809526,2.071860575384259,0.9878714460603017,operating,0.8099459666095493,low
4337,H33750,H,301.6,309.9,1423,53.6,95,0,No Failure,Gen3,H,0.43364336433643363,0.6381725129034643,0.7447093118052984,1.183839204829904,1.7217429722716908,operating,1.8121099824502658,medium
4338,L51517,L,301.6,309.9,1440,43.4,100,0,No Failure,Gen3,L,0.43374337433743376,0.5541999417333038,0.40364976684793685,1.9855067267447428,1.0379938644088946,operating,0.8362924758179389,low
4339,L51518,L,301.6,309.9,1397,43.7,102,0,No Failure,Gen3,L,0.43384338433843384,0.5525989120651196,0.41368092993491823,1.9467337440903187,1.1890840772243945,operating,0.8997379098702333,low
4340,L51519,L,301.7,309.9,1524,46.6,104,0,No Failure,Gen3,L,0.43394339433943396,0.5509978823969353,0.5273133510302171,1.5940996606524176,1.0835190779016726,operating,0.8916016364697341,low
4341,M19200,M,301.7,309.9,1533,40.9,106,0,No Failure,Gen3,M,0.43404340434043404,0.5893968527287512,0.33672125237757383,2.289790099647899,0.8565229231045589,operating,1.0436255449550957,medium
4342,L51521,L,301.7,309.8,1398,46.0,109,0,No Failure,Gen3,L,0.43414341434143416,0.5470053092265748,0.5297168633485854,1.5880152782988775,1.3107842280597088,operating,0.9832287502284591,low
4343,M19202,M,301.7,309.8,1284,68.2,111,1,Power Failure,Gen3,M,0.43424342434243424,0.18540427955839067,1.2720229317851957,0.1,3.281710008177465,operating,2.294290882806545,high
4344,L51523,L,301.7,309.8,1491,39.3,114,0,No Failure,Gen3,L,0.43434343434343436,0.5430127360562143,0.3516242626465263,2.214230019751335,0.9067510366545268,operating,0.7681876934557686,low
4345,H33758,H,301.8,309.9,1418,51.3,116,0,No Failure,Gen3,H,0.43444344434443444,0.6214117063880302,0.7011327506474127,1.2482325796715694,1.6026017766350213,operating,1.7513805358482322,medium
4346,M19205,M,301.8,309.8,1546,39.8,121,0,No Failure,Gen3,M,0.43454345434543457,0.5774391352178697,0.3515701687560475,2.2144952638362425,0.9320091147889258,operating,1.0782746965423846,medium
4347,L51526,L,301.8,309.7,1598,30.4,124,0,No Failure,Gen3,L,0.43464346434643464,0.5350475917156934,0.6883457839738026,1.2684789090382589,1.3948054732464295,operating,1.0644259244907126,medium
4348,H33761,H,301.9,309.8,1724,27.5,126,0,No Failure,Gen3,H,0.43474347434743477,0.6134465620475091,0.7795123665767579,1.13699367740809,1.9062708589199562,operating,1.8963620535410097,medium
4349,L51528,L,301.9,309.8,1507,44.7,131,0,No Failure,Gen3,L,0.43484348434843484,0.5294739908773487,0.5195775124806372,1.614003058303785,1.1414734125179746,operating,0.912462618751381,low
4350,L51529,L,301.9,309.7,1595,31.4,133,0,No Failure,Gen3,L,0.43494349434943497,0.5278729612091644,0.6715730849383457,1.296053503576926,1.391168679664026,operating,1.057939397347114,medium
4351,M19210,M,301.9,309.7,1568,37.5,135,0,No Failure,Gen3,M,0.43504350435043504,0.5662719315409803,0.4676061021697275,1.7617851467371586,1.0997714889128931,operating,1.1801904262160754,medium
4352,L51531,L,301.8,309.6,1432,43.7,138,0,No Failure,Gen3,L,0.43514351435143517,0.5238803880388039,0.5144074679208935,1.6275843836728112,1.263532506366382,operating,0.959735242922821,low
4353,L51532,L,301.9,309.7,1424,42.8,140,0,No Failure,Gen3,L,0.43524352435243524,0.5222793583706197,0.4785126514220995,1.7285706674552415,1.2973596313766245,operating,0.9624976479772797,low
4354,M19213,M,302.0,309.7,1386,62.7,142,1,Power Failure,Gen3,M,0.43534353435343537,0.16067832870243548,1.1605776474463438,0.1,2.6909623074471414,operating,2.0245582172127596,high
4355,L51534,L,302.0,309.8,1456,58.1,145,0,No Failure,Gen3,L,0.43544354435443544,0.5182867852002592,0.9843006416202883,0.9222534430171355,2.206299121486524,operating,1.4778098410806961,medium
4356,H33769,H,302.0,309.8,1280,57.3,147,1,Heat Dissipation Failure,Gen3,H,0.43554355435543557,0.19668575553207496,0.9575508733883383,0.1,2.5476447426392497,operating,2.206323159072201,high
4357,L51536,L,302.0,309.8,1649,31.0,152,0,No Failure,Gen3,L,0.43564356435643564,0.5127131843619145,0.679146641816467,1.2834554451375746,1.6382364496992188,operating,1.1590385724246275,medium
4358,L51537,L,302.0,309.9,1407,52.8,154,0,No Failure,Gen3,L,0.43574357435743577,0.5111121546937303,0.7846175885912894,1.1304319661928173,1.9276515451794902,operating,1.3064458946491828,medium
4359,H33772,H,302.0,309.9,1606,34.5,156,0,No Failure,Gen3,H,0.43584358435843584,0.589511125025546,0.5396505673093555,1.5633535731961106,1.4189455506259538,operating,1.6294733904431882,medium
4360,M19219,M,302.1,310.0,1531,38.0,161,0,No Failure,Gen3,M,0.43594359435943597,0.5455385538553855,0.416819004056721,1.9349133684144668,1.3540291374898266,operating,1.2666573562129468,medium
4361,L51540,L,302.1,310.1,1543,35.8,164,0,No Failure,Gen3,L,0.43604360436043604,0.5031470103532092,0.5103485039465777,1.638408210282969,1.4330304948943327,operating,1.0263167491417062,medium
4362,M19221,M,302.1,310.1,1379,48.2,166,1,Heat Dissipation Failure,Gen3,M,0.4361436143614361,0.14154598068502508,0.6449727312717183,0.1,1.8455505979067477,operating,1.5317120585442145,medium
4363,L51542,L,302.1,310.1,1447,46.6,169,0,No Failure,Gen3,L,0.43624362436243624,0.4991544371828487,0.5914731948078183,1.446187657755744,1.6502411013919618,operating,1.1375383989991301,medium
4364,H33777,H,302.1,310.1,1844,24.6,171,0,No Failure,Gen3,H,0.4363436343634363,0.5775534075146647,0.8848452591938765,1.015387941064496,2.713600475559759,operating,2.2508937679820664,high
4365,H33778,H,302.1,310.1,1615,29.9,176,0,No Failure,Gen3,H,0.43644364436443644,0.5735808363445041,0.7076280446572083,1.238193753443075,1.857111101275071,operating,1.8551328539071907,medium
4366,L51545,L,302.0,310.0,1449,48.8,181,0,No Failure,Gen3,L,0.4365436543654365,0.4896082651743436,0.6284029089391961,1.3728665656433774,1.8287802638124284,operating,1.2200329782067303,medium
4367,L51546,L,302.0,309.9,1388,51.4,183,0,No Failure,Gen3,L,0.43664366436643665,0.4880072355061593,0.737805494185377,1.1935944642763767,2.099612254819612,operating,1.361186550183458,medium
4368,H33781,H,302.0,309.9,1447,42.8,185,0,No Failure,Gen3,H,0.4367436743674367,0.5664062058379751,0.4502454856919153,1.8173706572849633,1.6754043178654012,operating,1.7052353728537348,medium
4369,L51548,L,302.0,310.0,1664,28.6,190,0,No Failure,Gen3,L,0.43684368436843685,0.48243363466781464,0.7144642695276425,1.2278009452519765,2.1093403178275585,operating,1.358075407989316,medium
4370,H33783,H,302.0,309.9,1735,27.2,192,0,No Failure,Gen3,H,0.4369436943694369,0.5608326049996304,0.7837422024258984,1.131551709599214,2.363695042432307,operating,2.080600677700692,high
4371,L51550,L,302.0,309.9,1308,57.6,197,1,Heat Dissipation Failure,Gen3,L,0.43704370437043705,0.07686003382946992,0.9451161979829891,0.1,2.7814021283629162,operating,1.6960957107400634,medium
4372,L51551,L,302.0,309.8,1480,40.0,199,0,No Failure,Gen3,L,0.4371437143714371,0.47525900416128575,0.3790871353724214,2.087302968848545,1.7798224529935363,operating,1.125655121809141,medium
4373,M19232,M,301.9,309.6,1439,41.7,201,0,No Failure,Gen3,M,0.43724372437243725,0.5136579744931016,0.4641975585954992,1.772428796908263,1.857075374544875,operating,1.4820894173965997,medium
4374,M19233,M,301.9,309.7,1533,35.9,204,0,No Failure,Gen3,M,0.4373437343734373,0.5112664309909252,0.5211056386336274,1.6100320747367611,1.8401869550697905,operating,1.4924064736180043,medium
4375,L51554,L,302.0,309.7,1551,34.8,207,0,No Failure,Gen3,L,0.43744374437443745,0.46887488748874884,0.5745510812070486,1.482467418494964,1.9324238153213058,operating,1.245334850490637,medium
4376,L51555,L,302.0,309.7,1414,36.3,209,0,No Failure,Gen3,L,0.4375437543754375,0.46727385782056463,0.5243952657721423,1.6015496189955505,2.0442260877220795,operating,1.2750090148204747,medium
4377,M19236,M,301.9,309.6,1551,34.6,211,0,No Failure,Gen3,M,0.43764376437643765,0.5056728281523805,0.5870398505028765,1.4555196460118773,1.972344441495709,operating,1.5650497317491467,medium
4378,M19237,M,301.8,309.6,1436,49.0,214,0,No Failure,Gen3,M,0.4377437743774377,0.5032812846502042,0.6916246824575616,1.2632248869445897,2.1913983366328584,operating,1.684046739390412,medium
4379,M19238,M,301.9,309.6,1385,45.8,217,0,No Failure,Gen3,M,0.43784378437843785,0.5008897411480279,0.6012901207842424,1.4259433725969428,2.2323525418566463,operating,1.673328052977931,medium
4380,M19239,M,301.8,309.5,1732,30.1,220,0,No Failure,Gen3,M,0.4379437943794379,0.49849819764585157,0.7433086240454578,1.185805494556517,2.483106730418703,operating,1.8162352793811185,medium
4381,L51560,L,301.9,309.6,1410,49.0,223,0,No Failure,Gen3,L,0.43804380438043805,0.45610665414367535,0.7082891937120422,1.237180959215268,2.3607071614343904,operating,1.456769622687369,medium
4382,L51561,L,301.9,309.6,1446,43.2,225,0,No Failure,Gen3,L,0.4381438143814381,0.45450562447549103,0.5143533740304054,1.6277276926788855,2.173875235552893,operating,1.3238561064302787,medium
4383,L51562,L,301.8,309.5,1525,39.6,227,0,No Failure,Gen3,L,0.43824382438243825,0.4529045948073069,0.42565512629105257,1.902387991639798,2.1040768886860364,operating,1.2693272933617303,medium
4384,L51563,L,301.7,309.5,1298,65.5,229,1,Heat Dissipation Failure,Gen3,L,0.4383438343834383,0.05130356513912261,1.2491399794793823,0.1,3.5784453364611455,operating,2.106120128428273,high
4385,L51564,L,301.8,309.6,1443,42.7,231,0,No Failure,Gen3,L,0.43844384438443845,0.44970253547093847,0.4809702576309561,1.7212585099928126,2.230885404872705,operating,1.336645239238369,medium
4386,L51565,L,301.8,309.7,1442,45.3,233,1,Tool Wear Failure,Gen3,L,0.4385438543854385,0.04810150580275417,0.5454411658924624,0.1,2.2984807269435183,operating,1.383024640545146,medium
4387,L51566,L,301.9,309.7,1719,31.9,0,0,No Failure,Gen3,L,0.43864386438643865,0.6322712271227123,0.654854479793377,1.3247586478836633,2.3420500160826574,operating,1.4332763503710761,medium
4388,L51567,L,302.0,309.8,1532,39.4,2,0,No Failure,Gen3,L,0.4387438743874387,0.6306701974545281,0.39827407538099296,2.0069276115466668,1.9467349952298425,operating,1.198176220706235,medium
4389,L51568,L,302.0,309.8,1701,27.2,4,0,No Failure,Gen3,L,0.43884388438843885,0.6290691677863439,0.8062080409182292,1.1034993675257336,2.479013427778111,operating,1.533467783386713,medium
4390,M19249,M,302.1,310.0,1355,45.1,6,1,Heat Dissipation Failure,Gen3,M,0.4389438943894389,0.26746813811815967,0.521349742120918,0.1,2.230832552081168,operating,1.6487379434687426,medium
4391,M19250,M,302.2,310.1,1421,45.4,9,0,No Failure,Gen3,M,0.43904390439043905,0.6650765946159835,0.5680130537143738,1.496976734870178,2.0860616581092595,operating,1.604828579358016,medium
4392,M19251,M,302.2,310.1,1368,51.6,12,1,Heat Dissipation Failure,Gen3,M,0.4391439143914391,0.2626850511138071,0.7753237575119858,0.1,2.3969753785572925,operating,1.7913872786765128,medium
4393,L51572,L,302.2,310.1,1458,45.1,15,0,No Failure,Gen3,L,0.43924392439243926,0.6202935076116307,0.5579818906273927,1.5197986665658678,1.9511785038104625,operating,1.2478659687124027,medium
4394,M19253,M,302.2,310.1,1572,34.6,17,0,No Failure,Gen3,M,0.43934393439343933,0.6586924779434467,0.5671376675489829,1.4989409962023732,1.891184437371094,operating,1.5266150752131324,medium
4395,L51574,L,302.2,310.0,1483,48.7,20,0,No Failure,Gen3,L,0.43944394439443946,0.6163009344412702,0.6583882104191732,1.3185858987012524,1.9936111026737098,operating,1.294960904195236,medium
4396,L51575,L,302.3,310.1,1513,40.4,22,0,No Failure,Gen3,L,0.43954395439543953,0.614699904773086,0.41749151351917674,1.9323988391607563,1.7794693045559717,operating,1.1370351758781418,medium
